code,number,name,frequency,coverage
307,522,exhibitor,55,3.08550793249
308,523,jersey,55,2.84233452613
309,524,plinth,55,1.55954434916
310,525,forecourt,54,7.56792836911
311,526,eiderdown,53,7.10564161007
312,527,mat,53,5.43157055305
313,528,cash register,53,1.28257173551
314,530,calendar,52,1.02337786834
315,531,briefcase,52,0.510788092174
316,537,mouse pad,50,1.79099579482
317,538,cd,50,1.51557845154
318,540,bread,50,1.21554294223
319,542,cliff,49,14.5456746244
320,518,arch,49,6.67606873386
321,544,escalator,48,12.1753581074
322,206,chimney,48,3.77980722741
323,550,table football,47,4.22922971816
324,551,grand piano,47,2.36935839099
325,539,rocking chair,47,1.33967517102
326,546,baseboard,47,0.674618660183
327,549,elevator,46,7.4353274713
328,557,scale,46,0.558249804699
329,560,vault,45,9.92021754203
330,561,radio,45,0.543426737079
331,566,fish,43,2.29835193187
332,569,boot,43,0.944841282885
333,573,dummy,42,1.43008066424
334,575,mezzanine,41,4.74137160362
335,576,fire place,41,3.90800424886
336,577,map,41,2.3839761537
337,578,menu,41,1.23166393622
338,581,rubbish,40,7.31504067373
339,582,gym shoe,40,1.00017101803
340,586,slot machine,39,10.1505826945
341,588,basketball hoop,39,1.07397670214
342,591,tire,38,1.15829140636
343,520,bell,37,3.63486630558
344,593,video player,37,1.09960346975
345,595,merchandise,36,6.60864135352
346,166,frame,36,1.4148129648
347,596,television stand,36,1.26641630568
348,599,ice,35,11.0366083298
349,600,playground,35,5.47240148805
350,601,guardrail,35,2.13165403199
351,604,table tennis,34,2.53156269261
352,120,roof,34,2.39702316083
353,606,bidet,34,1.40249707986
354,607,sweater,34,0.620704246446
355,612,aircraft carrier,33,11.6504302178
356,613,valley,33,5.72546621037
357,603,deck,33,5.49259214814
358,614,railway,33,4.6476989045
359,615,balloon,33,0.651330872118
360,620,pitch,32,12.9867335753
361,621,display board,32,2.41119405448
362,605,mattress,32,2.23797128539
363,623,pallet,32,0.995392342059
364,626,patio,31,5.34423669248
365,627,ad,31,1.40567169493
366,628,price tag,31,0.653122278306
367,631,controls,30,12.297976871
368,632,island,30,2.27351223304
369,323,stretcher,29,3.21946377446
370,640,curtains,29,2.55322525477
371,643,duck,29,1.43522827803
372,648,pulpit,28,3.74658782417
373,401,dome,27,4.01997909122
374,654,slope,27,3.47379457157
375,656,podium,27,1.59482744588
376,649,ramp,27,1.5246844789
377,644,gas pump,27,1.06135394553
378,659,monument,27,0.757120165228
379,660,trailer,27,0.745415029955
380,663,windmill,26,4.08307108993
381,653,leaves,26,3.84781050249
382,655,helicopter,26,2.93983172417
383,664,pool,26,2.8489956795
384,665,water tower,26,2.58905154965
385,666,folding screen,26,2.57879305726
386,667,workbench,26,2.40403564254
387,668,brushes,26,1.59385200967
388,658,finger,26,0.950856406494
389,670,scoreboard,26,0.781014231886
390,678,ice rink,25,10.3250392269
391,679,carport,25,5.42691006118
392,680,gravestone,25,3.87477553988
393,681,straw,25,3.69226188505
394,682,horse-drawn carriage,25,3.17636244424
395,683,tunnel,25,3.09633129918
396,684,cannon,25,3.09052939219
397,685,tumble dryer,25,2.31452640024
398,698,altarpiece,24,3.98908988702
399,699,shelter,24,3.96673433426
400,700,pond,24,3.20796688583
401,701,windscreen,24,1.26895834265
402,669,leaf,24,0.891726393016
403,702,wheelchair,24,0.87919698954
404,703,coat,24,0.83452503898
405,704,planter,24,0.725353358234
406,705,player,24,0.56894271809
407,714,carousel,23,10.8837053212
408,715,display window,23,4.68155702293
409,716,elevator door,23,4.54542078031
410,717,shop,23,3.4871418312
411,718,roundabout,23,1.64409877096
412,642,bottle rack,23,1.53679066165
413,220,skirt,23,0.563428067901
414,732,aquarium,22,7.5720426143
415,733,ruins,22,7.39012381705
416,734,instrument panel,22,7.14107272459
417,735,ring,22,5.28038413361
418,736,table game,22,2.66358087161
419,737,television camera,22,2.07644089545
420,739,goal,22,0.771519998559
421,748,bird cage,21,9.25257772776
422,749,aqueduct,21,5.74472951759
423,750,weighbridge,21,1.92812429289
424,738,control tower,21,1.45172639472
425,719,blinds,21,1.40545094629
426,142,balcony,21,1.37209292342
427,657,steering wheel,21,1.31925241823
428,30,glass,21,1.10187076248
429,762,stands,20,2.49228296619
430,641,porch,20,1.36972518471
431,764,mill,20,0.934402610834
432,773,pantry,19,7.97902023483
433,761,folding door,19,4.83699225459
434,774,bandstand,19,3.90667361947
435,775,videos,19,3.13433627796
436,776,sand trap,19,2.61302511077
437,777,organ,19,2.52828632246
438,778,synthesizer,19,1.09843639245
439,779,planks,19,0.909820881787
440,780,pictures,19,0.755794064412
441,781,parterre,19,0.711206043875
442,792,lockers,18,4.9963985583
443,793,service station,18,4.94950168927
444,794,trench,18,4.10509889499
445,795,barrels,18,3.51763418827
446,796,box office,18,2.92920820961
447,797,binder,18,1.96670038347
448,798,cabin,18,1.79606376147
449,102,base,18,1.44761291513
450,799,forklift,18,1.29857790156
451,801,pavilion,18,0.581094575029
452,202,brick,18,0.504831842684
453,49,tile,18,0.366071899621
454,806,greenhouse,17,7.32188888484
455,807,caravan,17,3.90770220822
456,808,berth,17,3.80940366308
457,809,trellis,17,2.37366792
458,810,tomb,17,2.05494101508
459,811,structure,17,1.28800261876
460,812,plastic,17,0.944652567812
461,813,parasol,17,0.703809242284
462,827,dam,16,3.79563112347
463,828,tracks,16,2.14401225338
464,829,hay,16,1.99158692636
465,830,hen,16,1.18933275932
466,831,recycling bin,16,0.8097575294
467,832,disc case,16,0.794965519258
468,720,slide,16,0.70020134546
469,850,shanties,15,4.3903566618
470,852,machinery,15,2.26841416117
471,853,dashboard,15,2.26606231317
472,854,dental chair,15,1.62511413752
473,855,parking,15,1.17065709249
474,856,sewing machine,15,0.546058266346
475,857,rifle,15,0.53082084275
476,879,desert,14,5.79771671131
477,880,henhouse,14,5.68825691511
478,881,tennis court,14,5.19017222913
479,882,shed,14,3.70147267915
480,883,bird feeder,14,2.58623227228
481,884,washing machines,14,2.3266480258
482,885,watchtower,14,2.2153694388
483,886,shops,14,2.00101809007
484,887,ride,14,1.97623281298
485,888,telescope,14,1.47849579814
486,890,drum,14,0.870521270941
487,892,oar,14,0.640516346417
488,893,breads,14,0.542862755408
489,920,semidesert ground,13,5.40291686253
490,922,roller coaster,13,2.48188374682
491,923,water wheel,13,1.86156533907
492,924,barbecue,13,1.55181945862
493,925,bulldozer,13,1.53365009295
494,926,steam shovel,13,1.36551962714
495,927,gravel,13,0.960120988553
496,928,meter,13,0.659250056274
497,929,excavator,13,0.627077869758
498,978,vineyard,12,5.74384665243
499,979,rubble,12,4.62513684886
500,980,badlands,12,4.16248058915
501,981,forest,12,3.11508113137
502,982,ticket counter,12,2.78673732496
503,921,grille door,12,2.69752359938
504,983,stalls,12,2.20966706321
505,984,shower curtain,12,1.43123488108
506,985,village,12,1.32939788412
507,987,gas station,12,1.13153804521
508,988,niche,12,0.983892502185
509,989,check-in-desk,12,0.979007034205
510,990,set of instruments,12,0.831476071881
511,991,bread rolls,12,0.634060621185
512,397,tap,12,0.27676684252
513,1059,inflatable bounce game,11,5.70027846355
514,1060,temple,11,5.39075312504
515,1061,bowling alley,11,3.03882538575
516,1062,mosque,11,3.00626591824
517,1063,skittle alley,11,2.9674627608
518,1064,sandbox,11,2.93652446273
519,1065,catwalk,11,2.92068502262
520,1066,big top,11,2.81550319599
521,1067,iceberg,11,2.46811010139
522,1068,viaduct,11,2.36549591941
523,1069,fog bank,11,2.34329223633
524,1070,parking lot,11,1.76557046728
525,1071,trestle,11,1.6212392322
526,1072,table cloth,11,0.91398251418
527,1073,tables,11,0.760009761874
528,1074,pigeonhole,11,0.725514082426
529,1075,cactus,11,0.686069321334
530,1076,bathrobe,11,0.672012238703
531,1078,crate,11,0.575515002719
532,1079,quay,11,0.560910652669
533,1080,hand cart,11,0.536631040153
534,1081,candies,11,0.524987426023
535,1180,labyrinth,10,4.20562911026
536,1181,bullring,10,3.94201129811
537,1183,acropolis,10,3.05295889116
538,1184,covered bridge,10,2.60429748987
539,1185,shipyard,10,2.39673786191
540,1187,elephant,10,2.02180319763
541,1188,toll booth,10,1.80569262719
542,1189,book stand,10,1.75367846319
543,1190,skeleton,10,1.64771701895
544,1191,baptismal font,10,1.42563849319
545,1192,witness stand,10,1.32710100718
546,1193,vegetables,10,1.04394207727
547,1194,mountain pass,10,1.03178405762
548,1195,meat,10,0.753042562407
549,1077,rudder,10,0.577381482823
550,1196,canvas,10,0.536699789295
551,1197,shore,10,0.527876667242
552,244,concrete,9,0.611528640466
553,1182,terraces,8,2.83076268244
554,891,fire,8,0.625437693359
555,567,panel,7,1.11459643017
556,266,water tank,7,0.342240340753
557,103,headboard,6,2.56075796468
558,1186,ticket window,6,1.5930103562
559,213,engine,6,0.571881784298
560,476,sill,6,0.118180650693
561,217,lid,6,0.103510982953
562,763,revolving door,5,1.75904458784
563,32,ear,5,0.124056856374
564,110,screen,4,0.549243651652
565,194,apron,4,0.07879648983
566,622,cockpit,3,1.36199089839
567,633,metal shutters,3,0.368196107378
568,238,cardboard,3,0.0985032876288
569,466,casing,3,0.0542112629136
570,219,side,3,0.0335329964461
571,99,knob,3,0.00435196862351
572,343,grid,2,0.108822366333
573,64,handle,2,0.083329009009
574,108,top,2,0.0138472365761
575,137,rim,2,0.00998718261719
576,129,leather,1,0.415688705234
577,395,fur,1,0.278105983028
578,114,seat cushion,1,0.0498261452283
579,22,leg,1,0.0279083251953
580,159,seat base,1,0.00676009444045
581,51,hair,1,0.00292587280273
582,227,bumper,1,0.00211357834172
583,426,spindle,1,0.00142123444363
584,98,body,1,0.000159738738419
