code,number,name,frequency,coverage
63,219,side,352,8.6735780296
64,217,lid,351,7.22851468147
65,206,chimney,343,2.3113581145
66,227,bumper,340,2.54365443301
67,231,coach,334,55.7516156264
68,220,skirt,332,5.20152191653
69,235,stile,323,2.97118505466
70,136,double door,290,7.39357476896
71,253,button panel,288,2.53533818867
72,256,crosswalk,279,19.7080596258
73,180,keyboard,274,2.79130257087
74,116,stove,270,3.55916532538
75,72,shelf,266,3.44379914895
76,261,monitor,263,11.4529507589
77,179,oven,258,7.73294404056
78,264,hoof,254,0.788562696162
79,265,front,253,6.68478103849
80,234,canopy,250,0.248840638004
81,266,water tank,246,6.29902321411
82,109,bowl,208,4.08843989689
83,289,backplate,207,0.543941494013
84,263,shutter,178,3.37120740872
85,246,mouse,176,0.21730963357
86,306,face,170,0.554451192029
87,310,arm panel,166,1.21492500595
88,316,muntin,162,0.853816702402
89,330,sash,145,8.47397788977
90,339,computer case,138,3.75407972194
91,348,metal shutter,134,4.37102869796
92,355,blade,130,1.64054086689
93,366,cloud,127,10.4818608755
94,367,horn,127,1.22380301193
95,386,windows,122,5.5812124413
96,323,stretcher,122,0.41966736095
97,398,lower sash,116,5.03902781771
98,402,dormer,114,1.48058286448
99,221,pipe,112,1.40574780839
100,397,tap,105,0.225426798241
101,416,upper sash,104,3.59018494541
102,420,entrance,101,2.04918930817
103,423,corner pocket,100,0.844040064793
104,426,spindle,97,0.875040418797
105,61,bed,92,6.51477505317
106,436,diffusor,92,1.166248594
107,439,side rail,89,2.12368410978
108,401,dome,88,2.94359160462
109,157,bannister,81,4.00335867139
110,274,beam,72,4.2413980161
111,466,casing,72,1.56153626864
112,175,pedestal,70,1.06423096017
113,476,sill,64,0.458567987999
114,495,garage door,63,5.14879773038
115,505,shaft,59,3.74380915353
116,507,head roof,58,1.19903284484
117,508,capital,58,0.652280492123
118,104,stairs,53,0.56049371933
119,536,fire escape,50,4.18148915213
120,406,trunk,49,1.84128530176
121,315,vent,49,0.482131318578
122,545,fuselage,48,2.682681478
123,548,clouds,47,9.41734717655
124,211,step,47,2.90979421751
125,552,earmuffs,47,0.54064240846
126,218,loudspeaker,46,0.390420546502
127,564,riser,44,1.93160897422
128,281,grill,44,1.69121748107
129,568,tread,43,1.2411463656
130,570,stabilizer,43,0.500954104363
131,587,arcades,39,2.93161172297
132,567,panel,36,0.708118736045
133,45,cabinet,33,1.60208257974
134,629,coach roof,31,0.59171990423
135,12,wall,29,2.43593191685
136,622,cockpit,29,0.14847807715
137,633,metal shutters,27,0.978191917166
138,107,plate,24,0.0333408732871
139,307,ladder,23,0.706899197695
140,751,bedpost,21,0.878350748222
141,752,terrace,21,0.658085890122
142,47,signboard,19,0.254570741647
143,800,doors,18,0.924082723255
144,520,bell,18,0.0436129964661
145,851,wave,15,3.39928193978
146,312,tower,15,1.36151005039
147,125,work surface,15,0.387865438195
148,763,revolving door,15,0.244154797872
149,889,slats,14,1.00568871218
150,55,pole,14,0.193566548573
151,322,post,14,0.15892446725
152,275,gate,13,0.201052967353
153,144,switch,13,0.00602461047044
154,986,safety side,12,1.28711112681
155,152,chest of drawers,10,0.858563359596
156,641,porch,9,0.659002697665
157,147,stairway,9,0.428541786703
158,399,statue,9,0.0802025201054
159,75,water,7,0.559151327404
160,57,fence,7,0.282085697415
161,77,cushion,7,0.0723484519877
162,720,slide,7,0.0315949012062
163,518,arch,6,0.217140455418
164,642,bottle rack,6,0.0994997981213
165,448,skylight,6,0.0186582233981
166,288,candle,6,0.00937285602133
167,657,steering wheel,6,0.0056895391188
168,50,lamp,5,0.0110828275114
169,432,waterfall,4,0.996367398184
170,14,floor,4,0.908338716058
171,1186,ticket window,4,0.552816936378
172,332,shower,4,0.0130596714869
173,25,ceiling,3,0.6556805213
174,54,curtain,3,0.30755451271
175,205,blind,3,0.074800391971
176,111,clock,3,0.0239827218368
177,451,net,3,0.016185935533
178,79,flower,3,0.0134686048018
179,65,box,3,0.0117156982026
180,539,rocking chair,3,0.00503983049111
181,1182,terraces,2,0.500532236733
182,24,fabric,2,0.161473877875
183,605,mattress,2,0.155035313265
184,85,rock,2,0.089650252778
185,36,chair,2,0.0645108800356
186,669,leaf,2,0.052089718551
187,719,blinds,2,0.0485084279378
188,43,sidewalk,2,0.0212202165041
189,188,shelves,2,0.0190756088804
190,124,basket,2,0.015047283879
191,644,gas pump,2,0.0108023826346
192,286,fruit,2,0.00617607850989
193,409,microphone,2,0.00466551604094
194,97,wall socket,2,0.00247910256135
195,46,light,2,0.000628484940813
196,549,elevator,1,0.369370470674
197,761,folding door,1,0.211516943734
198,921,grille door,1,0.119921398563
199,208,sand,1,0.109425
200,653,leaves,1,0.0975462595622
201,214,countertop,1,0.0530454842819
202,121,bench,1,0.05279457462
203,603,deck,1,0.0407075828985
204,132,plaything,1,0.0283067491319
205,174,tray,1,0.0276985168457
206,169,bush,1,0.0252139917695
207,1077,rudder,1,0.0243468154347
208,461,cart,1,0.0220781976693
209,655,helicopter,1,0.0210834851191
210,31,road,1,0.0209415430468
211,738,control tower,1,0.0209337349398
212,212,sculpture,1,0.0198479166667
213,207,microwave,1,0.0183873286526
214,327,plane,1,0.0163436692506
215,71,paper,1,0.0136067708333
216,164,telephone,1,0.0102620678377
217,271,curb,1,0.00979910714286
218,649,ramp,1,0.00908482142857
219,658,finger,1,0.00898202260335
220,16,tree,1,0.00796848803536
221,112,bag,1,0.00583426157633
222,419,partition,1,0.0056074108818
223,100,sconce,1,0.00548240391455
224,497,drawing,1,0.00501041666667
225,170,bucket,1,0.00390720367432
226,546,baseboard,1,0.00194660734149
227,242,can,1,0.00189685821533
228,447,hovel,1,0.00185566968879
229,113,pillar,1,0.00167427701674
230,167,rope,1,0.00147831409084
231,52,ground,1,0.00132649367474
232,70,bottle,1,0.00126775105794
233,88,vase,1,0.000732314829314
234,210,fluorescent,1,0.000570833333333
